Label,Phase,RuntimeMS,Rank,MixType,Done%,DoneBytes,MiB/s,IOPS,Entries,Entries/s,Active,CPU,Service,
,WRITE,22000,0,,18,398161608704,,,0,,64,51,nid002825:1611,
,WRITE,23000,Total,,18,414161829888,15259,30518,0,0,64,50,,
,WRITE,23000,0,,18,414161829888,,,0,,64,50,nid002825:1611,
,WRITE,24000,Total,,19,430098612224,15198,30397,0,0,64,52,,
,WRITE,24000,0,,19,430098612224,,,0,,64,52,nid002825:1611,
,WRITE,25000,Total,,20,446500962304,15642,31285,0,0,64,51,,
,WRITE,25000,0,,20,446500962304,,,0,,64,51,nid002825:1611,
,WRITE,26000,Total,,21,462493843456,15252,30504,0,0,64,51,,
,WRITE,26000,0,,21,462493843456,,,0,,64,51,nid002825:1611,
,WRITE,27000,Total,,21,479075500032,15813,31627,0,0,64,50,,
,WRITE,27000,0,,21,479075500032,,,0,,64,50,nid002825:1611,
,WRITE,28000,Total,,22,496633905152,16745,33490,0,0,64,52,,
,WRITE,28000,0,,22,496633905152,,,0,,64,52,nid002825:1611,
,WRITE,29000,Total,,23,511004114944,13704,27409,0,0,64,52,,
,WRITE,29000,0,,23,511004114944,,,0,,64,52,nid002825:1611,
,WRITE,30000,Total,,23,526776795136,15042,30084,0,0,64,51,,
,WRITE,30000,0,,23,526776795136,,,0,,64,51,nid002825:1611,
,WRITE,31000,Total,,24,543105220608,15572,31144,0,0,64,51,,
,WRITE,31000,0,,24,543105220608,,,0,,64,51,nid002825:1611,
,WRITE,32000,Total,,25,559218688000,15367,30734,0,0,64,51,,
,WRITE,32000,0,,25,559218688000,,,0,,64,51,nid002825:1611,
,WRITE,33000,Total,,26,574973018112,15024,30049,0,0,64,49,,
,WRITE,33000,0,,26,574973018112,,,0,,64,49,nid002825:1611,
,WRITE,34000,Total,,26,589380976640,13740,27481,0,0,64,42,,
,WRITE,34000,0,,26,589380976640,,,0,,64,42,nid002825:1611,
,WRITE,35000,Total,,27,605018914816,14913,29827,0,0,64,46,,
,WRITE,35000,0,,27,605018914816,,,0,,64,46,nid002825:1611,
,WRITE,36000,Total,,28,620239519744,14515,29031,0,0,64,49,,
,WRITE,36000,0,,28,620239519744,,,0,,64,49,nid002825:1611,
,WRITE,37000,Total,,28,635894235136,14929,29859,0,0,64,50,,
,WRITE,37000,0,,28,635894235136,,,0,,64,50,nid002825:1611,
,WRITE,38000,Total,,29,651676876800,15051,30103,0,0,64,50,,
,WRITE,38000,0,,29,651676876800,,,0,,64,50,nid002825:1611,
,WRITE,39000,Total,,30,667186888704,14791,29583,0,0,64,48,,
,WRITE,39000,0,,30,667186888704,,,0,,64,48,nid002825:1611,
,WRITE,40000,Total,,31,683075436544,15152,30305,0,0,64,50,,
,WRITE,40000,0,,31,683075436544,,,0,,64,50,nid002825:1611,
,WRITE,41000,Total,,31,698839203840,15033,30067,0,0,64,48,,
,WRITE,41000,0,,31,698839203840,,,0,,64,48,nid002825:1611,
,WRITE,42000,Total,,32,714856202240,15275,30550,0,0,64,46,,
,WRITE,42000,0,,32,714856202240,,,0,,64,46,nid002825:1611,
,WRITE,43000,Total,,33,730114555904,14551,29103,0,0,64,41,,
,WRITE,43000,0,,33,730114555904,,,0,,64,41,nid002825:1611,
,WRITE,44000,Total,,33,742923436032,12215,24431,0,0,64,31,,
,WRITE,44000,0,,33,742923436032,,,0,,64,31,nid002825:1611,
,WRITE,45000,Total,,34,756774600704,13209,26419,0,0,64,30,,
,WRITE,45000,0,,34,756774600704,,,0,,64,30,nid002825:1611,
,WRITE,46000,Total,,35,771476684800,14021,28042,0,0,64,45,,
,WRITE,46000,0,,35,771476684800,,,0,,64,45,nid002825:1611,
,WRITE,47000,Total,,35,787091554304,14891,29783,0,0,64,49,,
,WRITE,47000,0,,35,787091554304,,,0,,64,49,nid002825:1611,
,WRITE,48000,Total,,36,803203448832,15365,30731,0,0,64,51,,
,WRITE,48000,0,,36,803203448832,,,0,,64,51,nid002825:1611,
,WRITE,49000,Total,,37,818588680192,14672,29345,0,0,64,51,,
,WRITE,49000,0,,37,818588680192,,,0,,64,51,nid002825:1611,
,WRITE,50000,Total,,37,834688516096,15354,30708,0,0,64,52,,
,WRITE,50000,0,,37,834688516096,,,0,,64,52,nid002825:1611,
,WRITE,51000,Total,,38,850665144320,15236,30473,0,0,64,49,,
,WRITE,51000,0,,38,850665144320,,,0,,64,49,nid002825:1611,
,WRITE,52000,Total,,39,866614509568,15210,30421,0,0,64,51,,
,WRITE,52000,0,,39,866614509568,,,0,,64,51,nid002825:1611,
,WRITE,53000,Total,,40,882317983744,14976,29952,0,0,64,51,,
,WRITE,53000,0,,40,882317983744,,,0,,64,51,nid002825:1611,
,WRITE,54000,Total,,40,898654273536,15579,31159,0,0,64,47,,
,WRITE,54000,0,,40,898654273536,,,0,,64,47,nid002825:1611,
,WRITE,55000,Total,,41,914523947008,15134,30269,0,0,64,50,,
,WRITE,55000,0,,41,914523947008,,,0,,64,50,nid002825:1611,
,WRITE,56000,Total,,42,930182856704,14933,29867,0,0,64,50,,
,WRITE,56000,0,,42,930182856704,,,0,,64,50,nid002825:1611,
,WRITE,57000,Total,,42,945534009344,14640,29280,0,0,64,51,,
,WRITE,57000,0,,42,945534009344,,,0,,64,51,nid002825:1611,
,WRITE,58000,Total,,43,961729265664,15445,30890,0,0,64,50,,
,WRITE,58000,0,,43,961729265664,,,0,,64,50,nid002825:1611,
,WRITE,59000,Total,,44,977226170368,14779,29558,0,0,64,50,,
,WRITE,59000,0,,44,977226170368,,,0,,64,50,nid002825:1611,
,WRITE,60000,Total,,45,993292451840,15322,30644,0,0,64,51,,
,WRITE,60000,0,,45,993292451840,,,0,,64,51,nid002825:1611,
,WRITE,61000,Total,,45,1009370267648,15333,30666,0,0,64,51,,
,WRITE,61000,0,,45,1009370267648,,,0,,64,51,nid002825:1611,
,WRITE,62000,Total,,46,1025627914240,15504,31009,0,0,64,51,,
,WRITE,62000,0,,46,1025627914240,,,0,,64,51,nid002825:1611,
,WRITE,63000,Total,,47,1041610833920,15242,30485,0,0,64,51,,
,WRITE,63000,0,,47,1041610833920,,,0,,64,51,nid002825:1611,
,WRITE,64000,Total,,48,1057747369984,15389,30778,0,0,64,48,,
,WRITE,64000,0,,48,1057747369984,,,0,,64,48,nid002825:1611,
,WRITE,65000,Total,,48,1073584537600,15103,30207,0,0,64,50,,
,WRITE,65000,0,,48,1073584537600,,,0,,64,50,nid002825:1611,
,WRITE,66000,Total,,49,1089799192576,15463,30927,0,0,64,50,,
,WRITE,66000,0,,49,1089799192576,,,0,,64,50,nid002825:1611,
,WRITE,67000,Total,,50,1105817763840,15276,30553,0,0,64,51,,
,WRITE,67000,0,,50,1105817763840,,,0,,64,51,nid002825:1611,
,WRITE,68000,Total,,51,1122099003392,15527,31054,0,0,64,51,,
,WRITE,68000,0,,51,1122099003392,,,0,,64,51,nid002825:1611,
,WRITE,69000,Total,,51,1137850187776,15021,30043,0,0,64,51,,
,WRITE,69000,0,,51,1137850187776,,,0,,64,51,nid002825:1611,
,WRITE,70000,Total,,52,1153465057280,14891,29783,0,0,64,51,,
,WRITE,70000,0,,52,1153465057280,,,0,,64,51,nid002825:1611,
,WRITE,71000,Total,,53,1169454268416,15248,30497,0,0,64,51,,
,WRITE,71000,0,,53,1169454268416,,,0,,64,51,nid002825:1611,
,WRITE,72000,Total,,53,1185072283648,14894,29789,0,0,64,51,,
,WRITE,72000,0,,53,1185072283648,,,0,,64,51,nid002825:1611,
,WRITE,73000,Total,,54,1200310190080,14532,29064,0,0,64,52,,
,WRITE,73000,0,,54,1200310190080,,,0,,64,52,nid002825:1611,
,WRITE,74000,Total,,55,1216332955648,15280,30561,0,0,64,50,,
,WRITE,74000,0,,55,1216332955648,,,0,,64,50,nid002825:1611,
,WRITE,75000,Total,,56,1231514238976,14478,28956,0,0,64,52,,
,WRITE,75000,0,,56,1231514238976,,,0,,64,52,nid002825:1611,
,WRITE,76000,Total,,56,1246819778560,14596,29193,0,0,64,52,,
,WRITE,76000,0,,56,1246819778560,,,0,,64,52,nid002825:1611,
,WRITE,77000,Total,,57,1262655373312,15102,30204,0,0,64,52,,
,WRITE,77000,0,,57,1262655373312,,,0,,64,52,nid002825:1611,
,WRITE,78000,Total,,58,1278515085312,15125,30250,0,0,64,51,,
,WRITE,78000,0,,58,1278515085312,,,0,,64,51,nid002825:1611,
,WRITE,79000,Total,,58,1294621212672,15360,30720,0,0,64,51,,
,WRITE,79000,0,,58,1294621212672,,,0,,64,51,nid002825:1611,
,WRITE,80000,Total,,59,1310442651648,15088,30177,0,0,64,51,,
,WRITE,80000,0,,59,1310442651648,,,0,,64,51,nid002825:1611,
,WRITE,81000,Total,,60,1326404075520,15222,30444,0,0,64,51,,
,WRITE,81000,0,,60,1326404075520,,,0,,64,51,nid002825:1611,
,WRITE,82000,Total,,61,1342846271488,15680,31361,0,0,64,50,,
,WRITE,82000,0,,61,1342846271488,,,0,,64,50,nid002825:1611,
,WRITE,83000,Total,,61,1358822375424,15236,30472,0,0,64,51,,
,WRITE,83000,0,,61,1358822375424,,,0,,64,51,nid002825:1611,
,WRITE,84000,Total,,62,1374415749120,14871,29742,0,0,64,51,,
,WRITE,84000,0,,62,1374415749120,,,0,,64,51,nid002825:1611,
,WRITE,85000,Total,,63,1390127087616,14983,29967,0,0,64,51,,
,WRITE,85000,0,,63,1390127087616,,,0,,64,51,nid002825:1611,
,WRITE,86000,Total,,63,1406338072576,15460,30920,0,0,64,51,,
,WRITE,86000,0,,63,1406338072576,,,0,,64,51,nid002825:1611,
,WRITE,87000,Total,,64,1421666156544,14618,29236,0,0,64,51,,
,WRITE,87000,0,,64,1421666156544,,,0,,64,51,nid002825:1611,
,WRITE,88000,Total,,65,1437389553664,14995,29990,0,0,64,51,,
,WRITE,88000,0,,65,1437389553664,,,0,,64,51,nid002825:1611,
,WRITE,89000,Total,,66,1453439057920,15306,30612,0,0,64,51,,
,WRITE,89000,0,,66,1453439057920,,,0,,64,51,nid002825:1611,
,WRITE,90000,Total,,66,1469253681152,15082,30164,0,0,64,51,,
,WRITE,90000,0,,66,1469253681152,,,0,,64,51,nid002825:1611,
,WRITE,91000,Total,,67,1484735381504,14764,29529,0,0,64,51,,
,WRITE,91000,0,,67,1484735381504,,,0,,64,51,nid002825:1611,
,WRITE,92000,Total,,68,1500107505664,14660,29320,0,0,64,51,,
,WRITE,92000,0,,68,1500107505664,,,0,,64,51,nid002825:1611,
,WRITE,93000,Total,,68,1516170641408,15319,30638,0,0,64,51,,
,WRITE,93000,0,,68,1516170641408,,,0,,64,51,nid002825:1611,
,WRITE,94000,Total,,69,1532370092032,15449,30898,0,0,64,51,,
,WRITE,94000,0,,69,1532370092032,,,0,,64,51,nid002825:1611,
,WRITE,95000,Total,,70,1547243618304,14184,28369,0,0,64,45,,
,WRITE,95000,0,,70,1547243618304,,,0,,64,45,nid002825:1611,
,WRITE,96000,Total,,71,1563266383872,15280,30561,0,0,64,51,,
,WRITE,96000,0,,71,1563266383872,,,0,,64,51,nid002825:1611,
,WRITE,97000,Total,,71,1578337042432,14372,28745,0,0,64,42,,
,WRITE,97000,0,,71,1578337042432,,,0,,64,42,nid002825:1611,
,WRITE,98000,Total,,72,1593512558592,14472,28945,0,0,64,52,,
,WRITE,98000,0,,72,1593512558592,,,0,,64,52,nid002825:1611,
,WRITE,99000,Total,,73,1608971190272,14742,29485,0,0,64,51,,
,WRITE,99000,0,,73,1608971190272,,,0,,64,51,nid002825:1611,
,WRITE,100000,Total,,73,1624849252352,15142,30285,0,0,64,51,,
,WRITE,100000,0,,73,1624849252352,,,0,,64,51,nid002825:1611,
,WRITE,101000,Total,,74,1635853533184,10494,20989,0,0,64,40,,
,WRITE,101000,0,,74,1635853533184,,,0,,64,40,nid002825:1611,
,WRITE,102000,Total,,75,1651809189888,15216,30433,0,0,64,51,,
,WRITE,102000,0,,75,1651809189888,,,0,,64,51,nid002825:1611,
,WRITE,103000,Total,,75,1667502702592,14966,29933,0,0,64,51,,
,WRITE,103000,0,,75,1667502702592,,,0,,64,51,nid002825:1611,
,WRITE,104000,Total,,76,1683682754560,15430,30861,0,0,64,51,,
,WRITE,104000,0,,76,1683682754560,,,0,,64,51,nid002825:1611,
,WRITE,105000,Total,,77,1696160808960,11900,23800,0,0,64,24,,
,WRITE,105000,0,,77,1696160808960,,,0,,64,24,nid002825:1611,
,WRITE,106000,Total,,77,1710696169472,13862,27724,0,0,64,31,,
,WRITE,106000,0,,77,1710696169472,,,0,,64,31,nid002825:1611,
,WRITE,107000,Total,,78,1724444573696,13111,26223,0,0,64,37,,
,WRITE,107000,0,,78,1724444573696,,,0,,64,37,nid002825:1611,
,WRITE,108000,Total,,79,1738737713152,13631,27262,0,0,64,35,,
,WRITE,108000,0,,79,1738737713152,,,0,,64,35,nid002825:1611,
,WRITE,109000,Total,,79,1754405535744,14942,29884,0,0,64,49,,
,WRITE,109000,0,,79,1754405535744,,,0,,64,49,nid002825:1611,
,WRITE,110000,Total,,80,1770337599488,15194,30388,0,0,64,46,,
,WRITE,110000,0,,80,1770337599488,,,0,,64,46,nid002825:1611,
,WRITE,111000,Total,,81,1785446531072,14409,28818,0,0,64,47,,
,WRITE,111000,0,,81,1785446531072,,,0,,64,47,nid002825:1611,
,WRITE,112000,Total,,81,1799654735872,13550,27100,0,0,64,35,,
,WRITE,112000,0,,81,1799654735872,,,0,,64,35,nid002825:1611,
,WRITE,113000,Total,,82,1813714042880,13408,26816,0,0,64,42,,
,WRITE,113000,0,,82,1813714042880,,,0,,64,42,nid002825:1611,
,WRITE,114000,Total,,83,1829544919040,15097,30195,0,0,64,48,,
,WRITE,114000,0,,83,1829544919040,,,0,,64,48,nid002825:1611,
,WRITE,115000,Total,,83,1845271986176,14998,29997,0,0,64,50,,
,WRITE,115000,0,,83,1845271986176,,,0,,64,50,nid002825:1611,
,WRITE,116000,Total,,84,1860323770368,14354,28709,1,1,63,39,,
,WRITE,116000,0,,84,1860323770368,,,1,,63,39,nid002825:1611,
,WRITE,117000,Total,,85,1875913998336,14868,29736,1,0,63,38,,
,WRITE,117000,0,,85,1875913998336,,,1,,63,38,nid002825:1611,
,WRITE,118000,Total,,86,1891666755584,15023,30046,1,0,63,47,,
,WRITE,118000,0,,86,1891666755584,,,1,,63,47,nid002825:1611,
,WRITE,119000,Total,,86,1905500094464,13192,26385,1,0,63,31,,
,WRITE,119000,0,,86,1905500094464,,,1,,63,31,nid002825:1611,
,WRITE,120000,Total,,87,1918712152064,12600,25200,1,0,63,36,,
,WRITE,120000,0,,87,1918712152064,,,1,,63,36,nid002825:1611,
,WRITE,121000,Total,,87,1933767081984,14357,28715,1,0,63,48,,
,WRITE,121000,0,,87,1933767081984,,,1,,63,48,nid002825:1611,
,WRITE,122000,Total,,88,1949443817472,14950,29901,4,3,60,50,,
,WRITE,122000,0,,88,1949443817472,,,4,,60,50,nid002825:1611,
,WRITE,123000,Total,,89,1964785008640,14630,29261,4,0,60,44,,
,WRITE,123000,0,,89,1964785008640,,,4,,60,44,nid002825:1611,
,WRITE,124000,Total,,89,1979010514944,13566,27133,5,1,59,36,,
,WRITE,124000,0,,89,1979010514944,,,5,,59,36,nid002825:1611,
,WRITE,125000,Total,,90,1994017210368,14311,28623,10,5,54,38,,
,WRITE,125000,0,,90,1994017210368,,,10,,54,38,nid002825:1611,
,WRITE,126000,Total,,91,2007878336512,13219,26438,13,3,51,47,,
,WRITE,126000,0,,91,2007878336512,,,13,,51,47,nid002825:1611,
,WRITE,127000,Total,,91,2022967345152,14390,28780,18,5,46,48,,
,WRITE,127000,0,,91,2022967345152,,,18,,46,48,nid002825:1611,
,WRITE,128000,Total,,92,2038788784128,15088,30177,24,6,40,42,,
,WRITE,128000,0,,92,2038788784128,,,24,,40,42,nid002825:1611,
,WRITE,129000,Total,,93,2054146228224,14646,29292,25,1,39,45,,
,WRITE,129000,0,,93,2054146228224,,,25,,39,45,nid002825:1611,
,WRITE,130000,Total,,94,2068986200064,14152,28305,31,6,33,37,,
,WRITE,130000,0,,94,2068986200064,,,31,,33,37,nid002825:1611,
,WRITE,131000,Total,,94,2082858860544,13230,26460,35,4,29,35,,
,WRITE,131000,0,,94,2082858860544,,,35,,29,35,nid002825:1611,
,WRITE,132000,Total,,95,2096113909760,12641,25282,38,3,26,29,,
,WRITE,132000,0,,95,2096113909760,,,38,,26,29,nid002825:1611,
,WRITE,133000,Total,,95,2109077454848,12363,24726,43,5,21,24,,
,WRITE,133000,0,,95,2109077454848,,,43,,21,24,nid002825:1611,
,WRITE,134000,Total,,96,2121928278016,12255,24511,47,4,17,28,,
,WRITE,134000,0,,96,2121928278016,,,47,,17,28,nid002825:1611,
,WRITE,135000,Total,,96,2130798706688,8459,16919,50,3,14,17,,
,WRITE,135000,0,,96,2130798706688,,,50,,14,17,nid002825:1611,
,WRITE,136000,Total,,97,2140848259072,9584,19168,54,4,10,14,,
,WRITE,136000,0,,97,2140848259072,,,54,,10,14,nid002825:1611,
,WRITE,137000,Total,,97,2149224808448,7988,15977,54,0,10,17,,
,WRITE,137000,0,,97,2149224808448,,,54,,10,17,nid002825:1611,
,WRITE,138000,Total,,98,2158544551936,8888,17776,56,2,8,13,,
,WRITE,138000,0,,98,2158544551936,,,56,,8,13,nid002825:1611,
,WRITE,139000,Total,,98,2166776922112,7851,15702,57,1,7,11,,
,WRITE,139000,0,,98,2166776922112,,,57,,7,11,nid002825:1611,
,WRITE,140000,Total,,98,2168464080896,1609,3218,58,1,6,3,,
,WRITE,140000,0,,98,2168464080896,,,58,,6,3,nid002825:1611,
,WRITE,141000,Total,,98,2169910067200,1379,2758,58,0,6,3,,
,WRITE,141000,0,,98,2169910067200,,,58,,6,3,nid002825:1611,
,WRITE,142000,Total,,98,2171406909440,1427,2855,58,0,6,2,,
,WRITE,142000,0,,98,2171406909440,,,58,,6,2,nid002825:1611,
,WRITE,143000,Total,,98,2172235284480,790,1580,59,1,5,2,,
,WRITE,143000,0,,98,2172235284480,,,59,,5,2,nid002825:1611,
,WRITE,144000,Total,,98,2172235284480,0,0,59,0,5,2,,
,WRITE,144000,0,,98,2172235284480,,,59,,5,2,nid002825:1611,
,WRITE,145000,Total,,98,2173784031232,1477,2954,59,0,5,6,,
,WRITE,145000,0,,98,2173784031232,,,59,,5,6,nid002825:1611,
,WRITE,146000,Total,,99,2180394778624,6304,12609,59,0,5,8,,
,WRITE,146000,0,,99,2180394778624,,,59,,5,8,nid002825:1611,
,WRITE,147000,Total,,99,2187172249600,6463,12927,59,0,5,7,,
,WRITE,147000,0,,99,2187172249600,,,59,,5,7,nid002825:1611,
,WRITE,148000,Total,,99,2193958109184,6471,12943,60,1,4,6,,
,WRITE,148000,0,,99,2193958109184,,,60,,4,6,nid002825:1611,
,WRITE,149000,Total,,99,2198222667776,4067,8134,62,2,2,3,,
,WRITE,149000,0,,99,2198222667776,,,62,,2,3,nid002825:1611,
