Label,Phase,RuntimeMS,Rank,MixType,Done%,DoneBytes,MiB/s,IOPS,Entries,Entries/s,Active,CPU,Service,
,READ,64000,Total,,99,2185004974080,0,0,251,0,5,0,,
,READ,65000,Total,,99,2185004974080,0,0,251,0,5,0,,
,READ,66000,Total,,99,2185004974080,0,0,251,0,5,0,,
,READ,67000,Total,,99,2185004974080,0,0,251,0,5,0,,
,READ,68000,Total,,99,2185004974080,0,0,251,0,5,0,,
,READ,69000,Total,,99,2185004974080,0,0,251,0,5,0,,
,READ,70000,Total,,99,2185007726592,2,21,251,0,5,0,,
,READ,71000,Total,,99,2185902424064,853,6826,251,0,5,0,,
,READ,72000,Total,,99,2185902424064,0,0,251,0,5,0,,
,READ,73000,Total,,99,2185902424064,0,0,251,0,5,0,,
,READ,74000,Total,,99,2185914089472,11,89,251,0,5,0,,
,READ,75000,Total,,99,2189216972800,3149,25199,251,0,5,0,,
,READ,76000,Total,,99,2193616797696,4196,33568,252,1,4,0,,
,READ,77000,Total,,99,2194749259776,1080,8640,254,2,2,0,,
,READ,78000,Total,,99,2194749259776,0,0,254,0,2,0,,
,READ,79000,Total,,99,2194944557056,186,1490,254,0,2,1,,
,READ,80000,Total,,99,2198906470400,3778,30227,255,1,1,0,,
