Label,Phase,RuntimeMS,Rank,MixType,Done%,DoneBytes,MiB/s,IOPS,Entries,Entries/s,Active,CPU,Service,
,WRITE,31750,Total,,99,2180244176896,29159,233272,224,52,32,22,,
,WRITE,32000,Total,,99,2185466347520,19921,159368,242,72,14,13,,
,WRITE,32250,Total,,99,2188049121280,9852,78820,246,16,10,13,,
,WRITE,32500,Total,,99,2189479116800,5455,43640,250,16,6,8,,
,WRITE,32750,Total,,99,2190150729728,2562,20496,250,0,6,11,,
,WRITE,33000,Total,,99,2190879752192,2781,22248,250,0,6,7,,
,WRITE,33250,Total,,99,2191495397376,2348,18788,250,0,6,6,,
,WRITE,33500,Total,,99,2192090595328,2270,18164,250,0,6,7,,
,WRITE,33750,Total,,99,2192804282368,2722,21780,250,0,6,5,,
,WRITE,34000,Total,,99,2193517314048,2720,21760,250,0,6,4,,
,WRITE,34250,Total,,99,2193913020416,1509,12076,251,4,5,9,,
,WRITE,34500,Total,,99,2194280546304,1402,11216,252,4,4,2,,
,WRITE,34750,Total,,99,2194280546304,0,0,252,0,4,1,,
,WRITE,35000,Total,,99,2194280546304,0,0,252,0,4,2,,
,WRITE,35250,Total,,99,2194407292928,483,3868,252,0,4,5,,
,WRITE,35500,Total,,99,2194407292928,0,0,252,0,4,0,,
,WRITE,35750,Total,,99,2194407292928,0,0,252,0,4,3,,
,WRITE,36000,Total,,99,2194407292928,0,0,252,0,4,0,,
,WRITE,36250,Total,,99,2194658164736,957,7656,252,0,4,0,,
,WRITE,36500,Total,,99,2195345899520,2623,20988,252,0,4,1,,
,WRITE,36750,Total,,99,2196394082304,3998,31988,252,0,4,1,,
,WRITE,37000,Total,,99,2197791965184,5332,42660,253,4,3,1,,
,WRITE,37250,Total,,99,2198735814656,3600,28804,254,4,2,0,,
