Label,Phase,RuntimeMS,Rank,MixType,Done%,DoneBytes,MiB/s,IOPS,Entries,Entries/s,Active,CPU,Service,
,READ,33500,Total,,69,1523955007488,49411,395292,1,0,255,34,,
,READ,33750,Total,,69,1533792747520,37528,300224,1,0,255,31,,
,READ,34000,Total,,70,1540905369600,27132,217060,1,0,255,29,,
,READ,34250,Total,,70,1550903541760,38140,305120,1,0,255,30,,
,READ,34500,Total,,71,1565337976832,55063,440504,1,0,255,36,,
,READ,34750,Total,,71,1579971510272,55822,446580,1,0,255,35,,
,READ,35000,Total,,72,1590260269056,39248,313988,1,0,255,33,,
,READ,35250,Total,,72,1593888997376,13842,110740,1,0,255,22,,
,READ,35500,Total,,73,1605752979456,45257,362060,1,0,255,33,,
,READ,35750,Total,,73,1620791918592,57369,458952,1,0,255,38,,
,READ,36000,Total,,74,1636022222848,58099,464792,2,4,254,37,,
,READ,36250,Total,,74,1646806302720,41138,329104,2,0,254,28,,
,READ,36500,Total,,75,1651566968832,18160,145284,2,0,254,27,,
,READ,36750,Total,,75,1664199950336,48191,385528,3,4,253,37,,
,READ,37000,Total,,76,1676479561728,46843,374744,4,4,252,34,,
,READ,37250,Total,,76,1688912003072,47426,379408,5,4,251,35,,
,READ,37500,Total,,77,1698976235520,38392,307136,10,20,246,33,,
,READ,37750,Total,,77,1708237651968,35329,282636,11,4,245,37,,
,READ,38000,Total,,78,1717713895424,36149,289192,12,4,244,38,,
,READ,38250,Total,,78,1730824765440,50014,400112,16,16,240,36,,
,READ,38500,Total,,79,1741245382656,39751,318012,22,24,234,38,,
,READ,38750,Total,,79,1751683301376,39817,318540,26,16,230,32,,
,READ,39000,Total,,80,1764093853696,47342,378740,28,8,228,42,,
,READ,39250,Total,,80,1776145530880,45973,367788,31,12,225,33,,
,READ,39500,Total,,81,1782575661056,24529,196232,36,20,220,29,,
,READ,39750,Total,,81,1795400269824,48922,391376,46,40,210,37,,
,READ,40000,Total,,82,1807683289088,46856,374848,50,16,206,32,,
,READ,40250,Total,,82,1817424429056,37159,297276,51,4,205,31,,
,READ,40500,Total,,83,1828019240960,40416,323328,56,20,200,32,,
,READ,40750,Total,,83,1838984462336,41829,334632,65,36,191,29,,
,READ,41000,Total,,84,1847387750400,32056,256448,71,24,185,30,,
,READ,41250,Total,,84,1859737485312,47110,376884,74,12,182,32,,
,READ,41500,Total,,85,1873955651584,54238,433904,78,16,178,30,,
,READ,41750,Total,,85,1881947897856,30488,243904,79,4,177,28,,
,READ,42000,Total,,85,1887969345536,22970,183760,79,0,177,27,,
,READ,42250,Total,,86,1897639444480,36888,295108,80,4,176,31,,
,READ,42500,Total,,86,1908681605120,42122,336980,84,16,172,25,,
,READ,42750,Total,,87,1921936654336,50564,404512,87,12,169,32,,
,READ,43000,Total,,87,1933026787328,42305,338444,89,8,167,30,,
,READ,43250,Total,,88,1943681368064,40644,325152,91,8,165,28,,
,READ,43500,Total,,88,1949699932160,22959,183672,92,4,164,28,,
,READ,43750,Total,,88,1956378312704,25476,203808,95,12,161,24,,
,READ,44000,Total,,89,1968800923648,47388,379108,98,12,158,33,,
,READ,44250,Total,,90,1982834016256,53532,428256,100,8,156,33,,
,READ,44500,Total,,90,1993839345664,41982,335856,103,12,153,30,,
,READ,44750,Total,,91,2003459506176,36698,293584,106,12,150,30,,
,READ,45000,Total,,91,2011049492480,28953,231628,108,8,148,34,,
,READ,45250,Total,,91,2017664303104,25233,201868,110,8,146,36,,
,READ,45500,Total,,92,2031738683392,53689,429516,112,8,144,29,,
,READ,45750,Total,,92,2042563002368,41291,330332,118,24,138,30,,
,READ,46000,Total,,93,2054670909440,46188,369504,126,32,130,30,,
,READ,46250,Total,,93,2062726856704,30731,245848,132,24,124,34,,
,READ,46500,Total,,94,2070590390272,29997,239976,140,32,116,29,,
,READ,46750,Total,,94,2082791227392,46542,372340,145,20,111,30,,
,READ,47000,Total,,95,2090950459392,31125,249000,155,40,101,28,,
,READ,47250,Total,,95,2102613377024,44490,355924,164,36,92,23,,
,READ,47500,Total,,96,2111649742848,34471,275768,172,32,84,16,,
,READ,47750,Total,,96,2117887983616,23797,190376,178,24,78,16,,
,READ,48000,Total,,96,2126752120832,33814,270512,183,20,73,17,,
,READ,48250,Total,,97,2134100279296,28031,224248,187,16,69,15,,
,READ,48500,Total,,97,2142868340736,33447,267580,188,4,68,15,,
,READ,48750,Total,,97,2145282949120,9211,73688,190,8,66,12,,
,READ,49000,Total,,97,2149340151808,15477,123816,195,20,61,12,,
,READ,49250,Total,,98,2157489291264,31086,248692,198,12,58,8,,
,READ,49500,Total,,98,2165427666944,30282,242260,204,24,52,7,,
,READ,49750,Total,,98,2170086096896,17770,142164,207,12,49,5,,
,READ,50000,Total,,98,2172626796544,9692,77536,208,4,48,5,,
,READ,50250,Total,,98,2173365518336,2818,22544,209,4,47,4,,
